Individual,Age,CSP,iris,Couple,Sexe
6631,Moins de 5 ans,null,765400501,null,Hommes
6632,65 à 69 ans,Retraités,765400802,Ne vivant pas en couple,Femmes
6633,45 à 49 ans,Employés,765400601,Vivant en couple,Femmes
6634,15 à 19 ans,Autres personnes sans activité professionnelle,765400102,Ne vivant pas en couple,Femmes
6635,25 à 29 ans,Professions intermédiaires,765400105,Ne vivant pas en couple,Hommes
6636,85 à 89 ans,Retraités,765401005,Ne vivant pas en couple,Femmes
6637,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400404,Ne vivant pas en couple,Femmes
6638,35 à 39 ans,Ouvriers,765400701,Vivant en couple,Hommes
6639,25 à 29 ans,Ouvriers,765400503,Vivant en couple,Femmes
6640,35 à 39 ans,Employés,765400403,Vivant en couple,Femmes
6641,35 à 39 ans,Ouvriers,765401003,Ne vivant pas en couple,Femmes
6642,50 à 54 ans,Employés,765401003,Ne vivant pas en couple,Femmes
6643,35 à 39 ans,Employés,765400502,Vivant en couple,Femmes
6644,30 à 34 ans,Employés,765400503,Vivant en couple,Femmes
6645,25 à 29 ans,Ouvriers,765400104,Ne vivant pas en couple,Femmes
6646,60 à 64 ans,Retraités,765400502,Vivant en couple,Hommes
6647,25 à 29 ans,Autres personnes sans activité professionnelle,765401005,Vivant en couple,Femmes
6648,20 à 24 ans,Autres personnes sans activité professionnelle,765400202,Ne vivant pas en couple,Femmes
6649,80 à 84 ans,Retraités,765400106,Ne vivant pas en couple,Femmes
6650,35 à 39 ans,Professions intermédiaires,765400102,Vivant en couple,Hommes
6651,10 à 14 ans,null,765400103,null,Femmes
6652,5 à 9 ans,null,765400604,null,Hommes
6653,15 à 19 ans,Autres personnes sans activité professionnelle,765400203,Ne vivant pas en couple,Femmes
6654,55 à 59 ans,Retraités,765400103,Ne vivant pas en couple,Femmes
6655,55 à 59 ans,Employés,765400201,Ne vivant pas en couple,Femmes
6656,55 à 59 ans,Autres personnes sans activité professionnelle,765400101,Vivant en couple,Femmes
6657,45 à 49 ans,Ouvriers,765400902,Vivant en couple,Hommes
6658,80 à 84 ans,Retraités,765400504,Vivant en couple,Hommes
6659,50 à 54 ans,Employés,765400103,Ne vivant pas en couple,Femmes
6660,5 à 9 ans,null,765400702,null,Femmes
6661,30 à 34 ans,Employés,765400303,Vivant en couple,Femmes
6662,75 à 79 ans,Retraités,765400601,Vivant en couple,Hommes
6663,75 à 79 ans,Retraités,765400801,Vivant en couple,Hommes
6664,80 à 84 ans,Retraités,765401002,Ne vivant pas en couple,Femmes
6665,25 à 29 ans,Employés,765400201,Vivant en couple,Femmes
6666,75 à 79 ans,Retraités,765400105,Ne vivant pas en couple,Femmes
6667,15 à 19 ans,Autres personnes sans activité professionnelle,765400601,Ne vivant pas en couple,Femmes
6668,Moins de 5 ans,null,765400101,null,Femmes
6669,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400502,Vivant en couple,Hommes
6670,40 à 44 ans,Artisans. commerçants. chefs d'entreprise,765400802,Vivant en couple,Femmes
6671,Moins de 5 ans,null,765400601,null,Femmes
6672,10 à 14 ans,null,765400404,null,Femmes
6673,10 à 14 ans,null,765400902,null,Femmes
6674,55 à 59 ans,Retraités,765400306,Ne vivant pas en couple,Hommes
6675,15 à 19 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Hommes
6676,50 à 54 ans,Professions intermédiaires,765400901,Vivant en couple,Hommes
6677,60 à 64 ans,Ouvriers,765401002,Vivant en couple,Hommes
6678,40 à 44 ans,Professions intermédiaires,765400106,Vivant en couple,Femmes
6679,25 à 29 ans,Professions intermédiaires,765400802,Vivant en couple,Hommes
6680,75 à 79 ans,Retraités,765400204,Ne vivant pas en couple,Hommes
6681,65 à 69 ans,Retraités,765400604,Ne vivant pas en couple,Femmes
6682,60 à 64 ans,Retraités,765400602,Vivant en couple,Femmes
6683,5 à 9 ans,null,765400602,null,Hommes
6684,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400503,Vivant en couple,Femmes
6685,15 à 19 ans,Autres personnes sans activité professionnelle,765400106,Ne vivant pas en couple,Hommes
6686,45 à 49 ans,Professions intermédiaires,765400106,Vivant en couple,Hommes
6687,30 à 34 ans,Cadres et professions intellectuelles supérieures,765400802,Ne vivant pas en couple,Femmes
6688,80 à 84 ans,Retraités,765400404,Ne vivant pas en couple,Hommes
6689,65 à 69 ans,Retraités,765400902,Ne vivant pas en couple,Hommes
6690,65 à 69 ans,Retraités,765401001,Vivant en couple,Hommes
6691,45 à 49 ans,Ouvriers,765400901,Vivant en couple,Femmes
6692,75 à 79 ans,Retraités,765400305,Vivant en couple,Femmes
6693,25 à 29 ans,Employés,765400103,Ne vivant pas en couple,Hommes
6694,5 à 9 ans,null,765400701,null,Hommes
6695,80 à 84 ans,Retraités,765401005,Vivant en couple,Femmes
6696,15 à 19 ans,Autres personnes sans activité professionnelle,765400403,Vivant en couple,Femmes
6697,35 à 39 ans,Employés,765401002,Ne vivant pas en couple,Femmes
6698,15 à 19 ans,Autres personnes sans activité professionnelle,765400202,Ne vivant pas en couple,Femmes
6699,80 à 84 ans,Retraités,765400201,Ne vivant pas en couple,Hommes
6700,5 à 9 ans,null,765400802,null,Hommes
6701,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400201,Ne vivant pas en couple,Femmes
6702,10 à 14 ans,null,765400701,null,Femmes
6703,60 à 64 ans,Employés,765400501,Vivant en couple,Femmes
6704,55 à 59 ans,Professions intermédiaires,765400902,Vivant en couple,Femmes
6705,50 à 54 ans,Autres personnes sans activité professionnelle,765400106,Vivant en couple,Femmes
6706,70 à 74 ans,Retraités,765400301,Ne vivant pas en couple,Femmes
6707,55 à 59 ans,Autres personnes sans activité professionnelle,765400305,Vivant en couple,Femmes
6708,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400201,Vivant en couple,Hommes
6709,80 à 84 ans,Retraités,765400203,Ne vivant pas en couple,Femmes
6710,Moins de 5 ans,null,765400604,null,Hommes
6711,50 à 54 ans,Employés,765400203,Ne vivant pas en couple,Femmes
6712,45 à 49 ans,Ouvriers,765400901,Ne vivant pas en couple,Femmes
6713,15 à 19 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Hommes
6714,25 à 29 ans,Ouvriers,765400902,Vivant en couple,Hommes
6715,10 à 14 ans,null,765400602,null,Hommes
6716,50 à 54 ans,Professions intermédiaires,765400104,Ne vivant pas en couple,Hommes
6717,35 à 39 ans,Ouvriers,765401003,Vivant en couple,Hommes
6718,85 à 89 ans,Retraités,765400304,Ne vivant pas en couple,Femmes
6719,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400501,Vivant en couple,Hommes
6720,35 à 39 ans,Autres personnes sans activité professionnelle,765400102,Vivant en couple,Femmes
6721,20 à 24 ans,Ouvriers,765400101,Ne vivant pas en couple,Femmes
6722,20 à 24 ans,Employés,765401002,Ne vivant pas en couple,Femmes
6723,25 à 29 ans,Ouvriers,765400404,Ne vivant pas en couple,Hommes
6724,20 à 24 ans,Ouvriers,765400701,Ne vivant pas en couple,Hommes
6725,10 à 14 ans,null,765400402,null,Hommes
6726,60 à 64 ans,Ouvriers,765400303,Vivant en couple,Hommes
6727,10 à 14 ans,null,765400305,null,Hommes
6728,55 à 59 ans,Ouvriers,765400201,Vivant en couple,Hommes
6729,60 à 64 ans,Autres personnes sans activité professionnelle,765400502,Vivant en couple,Femmes
6730,20 à 24 ans,Employés,765400304,Ne vivant pas en couple,Femmes
6731,45 à 49 ans,Employés,765400503,Vivant en couple,Hommes
6732,Moins de 5 ans,null,765400102,null,Femmes
6733,15 à 19 ans,Autres personnes sans activité professionnelle,765400602,Ne vivant pas en couple,Hommes
6734,20 à 24 ans,Autres personnes sans activité professionnelle,765400106,Vivant en couple,Hommes
6735,15 à 19 ans,Autres personnes sans activité professionnelle,765400603,Ne vivant pas en couple,Femmes
6736,50 à 54 ans,Professions intermédiaires,765400201,Ne vivant pas en couple,Hommes
6737,20 à 24 ans,Professions intermédiaires,765400304,Ne vivant pas en couple,Hommes
6738,20 à 24 ans,Autres personnes sans activité professionnelle,765400405,Vivant en couple,Hommes
6739,60 à 64 ans,Retraités,765400306,Vivant en couple,Femmes
6740,45 à 49 ans,Professions intermédiaires,765400306,Vivant en couple,Femmes
6741,Moins de 5 ans,null,765400105,null,Femmes
6742,20 à 24 ans,Autres personnes sans activité professionnelle,765400301,Ne vivant pas en couple,Hommes
6743,10 à 14 ans,null,765400203,null,Hommes
6744,15 à 19 ans,Autres personnes sans activité professionnelle,765400403,Ne vivant pas en couple,Femmes
6745,55 à 59 ans,Employés,765401004,Ne vivant pas en couple,Femmes
6746,65 à 69 ans,Retraités,765400404,Ne vivant pas en couple,Femmes
6747,15 à 19 ans,Autres personnes sans activité professionnelle,765400901,Ne vivant pas en couple,Femmes
6748,15 à 19 ans,Autres personnes sans activité professionnelle,765400405,Ne vivant pas en couple,Femmes
6749,40 à 44 ans,Employés,765400101,Vivant en couple,Femmes
6750,5 à 9 ans,null,765400802,null,Femmes
6751,10 à 14 ans,null,765400303,null,Femmes
6752,25 à 29 ans,Cadres et professions intellectuelles supérieures,765400301,Vivant en couple,Hommes
6753,15 à 19 ans,Autres personnes sans activité professionnelle,765400403,Ne vivant pas en couple,Hommes
6754,Moins de 5 ans,null,765400404,null,Hommes
6755,20 à 24 ans,Employés,765400303,Ne vivant pas en couple,Hommes
6756,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400502,Ne vivant pas en couple,Hommes
6757,35 à 39 ans,Employés,765400203,Vivant en couple,Femmes
6758,35 à 39 ans,Ouvriers,765400201,Vivant en couple,Hommes
6759,50 à 54 ans,Ouvriers,765400602,Ne vivant pas en couple,Hommes
6760,35 à 39 ans,Professions intermédiaires,765400901,Ne vivant pas en couple,Hommes
6761,15 à 19 ans,Autres personnes sans activité professionnelle,765400305,Ne vivant pas en couple,Hommes
6762,55 à 59 ans,Artisans. commerçants. chefs d'entreprise,765400502,Ne vivant pas en couple,Hommes
6763,10 à 14 ans,null,765400901,null,Femmes
6764,30 à 34 ans,Cadres et professions intellectuelles supérieures,765400204,Ne vivant pas en couple,Femmes
6765,85 à 89 ans,Retraités,765400603,Vivant en couple,Femmes
6766,50 à 54 ans,Employés,765400106,Vivant en couple,Femmes
6767,60 à 64 ans,Professions intermédiaires,765400601,Vivant en couple,Femmes
6768,10 à 14 ans,null,765400203,null,Hommes
6769,25 à 29 ans,Employés,765400303,Ne vivant pas en couple,Femmes
6770,35 à 39 ans,Professions intermédiaires,765400104,Ne vivant pas en couple,Femmes
6771,65 à 69 ans,Retraités,765400301,Vivant en couple,Femmes
6772,50 à 54 ans,Autres personnes sans activité professionnelle,765400301,Vivant en couple,Femmes
6773,Moins de 5 ans,null,765400305,null,Femmes
6774,10 à 14 ans,null,765400301,null,Femmes
6775,15 à 19 ans,Autres personnes sans activité professionnelle,765400405,Ne vivant pas en couple,Femmes
6776,60 à 64 ans,Retraités,765400306,Vivant en couple,Hommes
6777,65 à 69 ans,Retraités,765400504,Vivant en couple,Hommes
6778,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400502,Ne vivant pas en couple,Hommes
6779,55 à 59 ans,Retraités,765400102,Vivant en couple,Hommes
6780,10 à 14 ans,null,765400503,null,Femmes
6781,40 à 44 ans,Ouvriers,765400103,Vivant en couple,Hommes
6782,Moins de 5 ans,null,765401005,null,Femmes
6783,5 à 9 ans,null,765400303,null,Femmes
6784,40 à 44 ans,Autres personnes sans activité professionnelle,765401005,Vivant en couple,Hommes
6785,15 à 19 ans,Autres personnes sans activité professionnelle,765400304,Ne vivant pas en couple,Femmes
6786,35 à 39 ans,Professions intermédiaires,765400601,Vivant en couple,Hommes
6787,75 à 79 ans,Retraités,765400701,Vivant en couple,Femmes
6788,Moins de 5 ans,null,765400504,null,Hommes
6789,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400602,Ne vivant pas en couple,Femmes
6790,65 à 69 ans,Retraités,765400604,Ne vivant pas en couple,Hommes
6791,5 à 9 ans,null,765400202,null,Femmes
6792,50 à 54 ans,Ouvriers,765400702,Vivant en couple,Hommes
6793,25 à 29 ans,Employés,765400403,Vivant en couple,Femmes
6794,5 à 9 ans,null,765401003,null,Hommes
6795,Moins de 5 ans,null,765400202,null,Femmes
6796,85 à 89 ans,Retraités,765400801,Ne vivant pas en couple,Femmes
6797,50 à 54 ans,Employés,765400902,Vivant en couple,Femmes
6798,75 à 79 ans,Retraités,765400106,Vivant en couple,Femmes
6799,40 à 44 ans,Professions intermédiaires,765400601,Vivant en couple,Femmes
6800,15 à 19 ans,Autres personnes sans activité professionnelle,765400201,Ne vivant pas en couple,Hommes
6801,45 à 49 ans,Ouvriers,765400201,Vivant en couple,Hommes
6802,15 à 19 ans,Autres personnes sans activité professionnelle,765400306,Ne vivant pas en couple,Femmes
6803,55 à 59 ans,Employés,765400104,Vivant en couple,Femmes
6804,30 à 34 ans,Employés,765400303,Ne vivant pas en couple,Femmes
6805,20 à 24 ans,Employés,765400202,Ne vivant pas en couple,Hommes
6806,60 à 64 ans,Ouvriers,765400201,Vivant en couple,Hommes
6807,75 à 79 ans,Retraités,765400304,Vivant en couple,Hommes
6808,10 à 14 ans,null,765400801,null,Femmes
6809,80 à 84 ans,Retraités,765400202,Ne vivant pas en couple,Femmes
6810,35 à 39 ans,Ouvriers,765400201,Vivant en couple,Hommes
6811,25 à 29 ans,Ouvriers,765400405,Ne vivant pas en couple,Hommes
6812,15 à 19 ans,Autres personnes sans activité professionnelle,765400203,Ne vivant pas en couple,Femmes
6813,25 à 29 ans,Employés,765400501,Vivant en couple,Femmes
6814,25 à 29 ans,Employés,765400502,Ne vivant pas en couple,Hommes
6815,20 à 24 ans,Ouvriers,765400405,Vivant en couple,Hommes
6816,20 à 24 ans,Autres personnes sans activité professionnelle,765400504,Vivant en couple,Hommes
6817,45 à 49 ans,Ouvriers,765400103,Vivant en couple,Hommes
6818,80 à 84 ans,Retraités,765400902,Vivant en couple,Femmes
6819,75 à 79 ans,Retraités,765401003,Vivant en couple,Femmes
6820,30 à 34 ans,Professions intermédiaires,765400106,Vivant en couple,Hommes
6821,30 à 34 ans,Professions intermédiaires,765400701,Vivant en couple,Femmes
6822,45 à 49 ans,Employés,765400405,Vivant en couple,Femmes
6823,5 à 9 ans,null,765400404,null,Hommes
6824,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400102,Vivant en couple,Hommes
6825,85 à 89 ans,Retraités,765400702,Ne vivant pas en couple,Femmes
6826,60 à 64 ans,Autres personnes sans activité professionnelle,765401002,Vivant en couple,Femmes
6827,5 à 9 ans,null,765400601,null,Hommes
6828,25 à 29 ans,Employés,765400503,Vivant en couple,Femmes
6829,10 à 14 ans,null,765400201,null,Hommes
6830,10 à 14 ans,null,765401003,null,Hommes
6831,50 à 54 ans,Ouvriers,765401005,Ne vivant pas en couple,Hommes
6832,30 à 34 ans,Ouvriers,765400306,Vivant en couple,Hommes
6833,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400104,Vivant en couple,Femmes
6834,15 à 19 ans,Autres personnes sans activité professionnelle,765400102,Ne vivant pas en couple,Femmes
6835,Moins de 5 ans,null,765400202,null,Femmes
6836,90 à 94 ans,Employés,765400102,Ne vivant pas en couple,Femmes
6837,20 à 24 ans,Professions intermédiaires,765400303,Ne vivant pas en couple,Hommes
6838,10 à 14 ans,null,765400201,null,Hommes
6839,15 à 19 ans,Autres personnes sans activité professionnelle,765401003,Ne vivant pas en couple,Hommes
6840,10 à 14 ans,null,765400801,null,Femmes
6841,50 à 54 ans,Employés,765400102,Ne vivant pas en couple,Femmes
6842,55 à 59 ans,Retraités,765401003,Vivant en couple,Hommes
6843,40 à 44 ans,Autres personnes sans activité professionnelle,765400102,Vivant en couple,Hommes
6844,25 à 29 ans,Employés,765400303,Vivant en couple,Femmes
6845,60 à 64 ans,Professions intermédiaires,765400404,Vivant en couple,Femmes
6846,50 à 54 ans,Professions intermédiaires,765400502,Vivant en couple,Hommes
6847,75 à 79 ans,Retraités,765401003,Vivant en couple,Hommes
6848,25 à 29 ans,Autres personnes sans activité professionnelle,765400404,Vivant en couple,Femmes
6849,5 à 9 ans,null,765400202,null,Femmes
6850,40 à 44 ans,Cadres et professions intellectuelles supérieures,765400103,Vivant en couple,Femmes
6851,20 à 24 ans,Autres personnes sans activité professionnelle,765400601,Ne vivant pas en couple,Femmes
6852,55 à 59 ans,Employés,765400103,Ne vivant pas en couple,Hommes
6853,Moins de 5 ans,null,765400501,null,Hommes
6854,10 à 14 ans,null,765400104,null,Femmes
6855,5 à 9 ans,null,765400204,null,Femmes
6856,55 à 59 ans,Retraités,765400501,Ne vivant pas en couple,Hommes
6857,10 à 14 ans,null,765400403,null,Hommes
6858,50 à 54 ans,Ouvriers,765400702,Vivant en couple,Femmes
6859,15 à 19 ans,Employés,765401005,Ne vivant pas en couple,Femmes
6860,15 à 19 ans,Autres personnes sans activité professionnelle,765400602,Ne vivant pas en couple,Femmes
6861,65 à 69 ans,Retraités,765400101,Vivant en couple,Femmes
6862,25 à 29 ans,Employés,765400301,Vivant en couple,Femmes
6863,30 à 34 ans,Cadres et professions intellectuelles supérieures,765400402,Vivant en couple,Hommes
6864,60 à 64 ans,Retraités,765400105,Vivant en couple,Femmes
6865,70 à 74 ans,Employés,765400502,Vivant en couple,Femmes
6866,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400801,Ne vivant pas en couple,Hommes
6867,75 à 79 ans,Autres personnes sans activité professionnelle,765400901,Vivant en couple,Hommes
6868,45 à 49 ans,Ouvriers,765400602,Vivant en couple,Hommes
6869,60 à 64 ans,Retraités,765400502,Vivant en couple,Femmes
6870,65 à 69 ans,Retraités,765400201,Ne vivant pas en couple,Hommes
6871,55 à 59 ans,Employés,765400103,Vivant en couple,Femmes
6872,Moins de 5 ans,null,765400405,null,Hommes
6873,25 à 29 ans,Professions intermédiaires,765400404,Ne vivant pas en couple,Femmes
